region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, бюджет",0.24,0.33,0.42,0.6,0.71,0.5,0.7,0.59
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, коммерция",0.28,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, бюджет",0.99,1,1,0.96,0.65,1.24,1.01,0.59
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, коммерция",0.46,1.13,1.54,1,1.6,1.04,1,1.17
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, бюджет",1.19,9.47,9.23,10.11,8.66,9.4,8.7,4.73
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, коммерция",0.64,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, бюджет",0.36,0.68,0.72,0.59,0.48,0.53,0.24,0.24
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, коммерция",0.54,0.86,1.26,0.52,0.29,0.33,0.3,0.07
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, бюджет",0.64,3.33,3.43,3.57,3.45,2.15,2.64,3.73
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, коммерция",0.88,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, бюджет",0.58,0.3,0.59,0.67,0.64,0.19,0.55,0.63
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Подано, коммерция",0.26,0.32,0.71,0.29,0.3,0.15,0.45,0.78
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, бюджет",0.22,1.11,1.1,2.32,2.27,1.03,1.11,2.46
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,"Принято, коммерция",0.32,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, бюджет",0.79,1.15,1.31,0.94,0.78,0.72,0.88,0.75
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, коммерция",0.16,0.16,0.19,0.05,0.09,0.01,0.16,0
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, бюджет",0.86,7.28,8.55,7.49,7.95,6.91,8.09,7.78
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, коммерция",0.19,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, бюджет",2.42,1.83,2.03,1.72,1.73,2.25,3,3
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, коммерция",0.58,2.59,1.51,1.43,0.9,1.32,1.37,1.6
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, бюджет",2.62,4.12,4.1,4.13,4.12,4.14,4.13,4.6
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, коммерция",0.88,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Подано, бюджет",NA,0.67,0,0.08,0.71,1.62,1.2,1.27
Нижегородская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Подано, коммерция",NA,0,0.7,0.03,0,0.46,1.32,0.73
Нижегородская область,2,"Инженерное дело, технологии и технические науки",10,2.10.00.00 - Информационная безопасность,"Принято, бюджет",NA,0,0,0,0.04,0.04,0,0
