field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
4,Сельское хозяйство и сельскохозяйственные науки,Брянская область,2023,1170,2,84,0,177.89,NA
5,Науки об обществе,Брянская область,2023,2343,46,1361,0,156.23,NA
6,Образование и педагогические науки,Брянская область,2023,1230,434,79,0,3.01,NA
7,Гуманитарные науки,Брянская область,2023,628,269,115,0,4.49,NA
8,Искусство и культура,Брянская область,2023,522,169,141,0,11.63,NA
2,"Инженерное дело, технологии и технические науки",Владимирская область,2016,6003,4100,753,529,1.67,1.66
3,Здравоохранение и медицинские науки,Владимирская область,2016,894,378,394,284,2.43,1.6
4,Сельское хозяйство и сельскохозяйственные науки,Владимирская область,2016,348,312,5,5,1.13,1
5,Науки об обществе,Владимирская область,2016,1850,1112,1151,863,2.28,1.39
6,Образование и педагогические науки,Владимирская область,2016,711,353,85,77,2.12,1.13
7,Гуманитарные науки,Владимирская область,2016,143,77,61,32,1.86,1.98
8,Искусство и культура,Владимирская область,2016,385,298,106,83,1.39,1.33
2,"Инженерное дело, технологии и технические науки",Владимирская область,2017,5509,40,1041,0,128.98,NA
3,Здравоохранение и медицинские науки,Владимирская область,2017,907,160,528,0,9.73,NA
4,Сельское хозяйство и сельскохозяйственные науки,Владимирская область,2017,361,4,11,0,34.27,NA
5,Науки об обществе,Владимирская область,2017,1754,98,1350,0,40.06,NA
6,Образование и педагогические науки,Владимирская область,2017,653,447,109,0,1.6,NA
7,Гуманитарные науки,Владимирская область,2017,155,109,62,0,1.61,NA
8,Искусство и культура,Владимирская область,2017,460,195,109,0,1.88,NA
2,"Инженерное дело, технологии и технические науки",Владимирская область,2018,6035,29,1014,25,120.56,NA
