field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
6,Образование и педагогические науки,Республика Калмыкия,2020,179,174,26,0,1.12,NA
7,Гуманитарные науки,Республика Калмыкия,2020,56,49,5,0,1.15,NA
8,Искусство и культура,Республика Калмыкия,2020,88,71,0,0,1.07,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2021,1235,15,380,0,36.1,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2021,372,52,378,0,139.35,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2021,282,0,65,0,NA,NA
5,Науки об обществе,Республика Калмыкия,2021,561,45,538,0,14.59,NA
6,Образование и педагогические науки,Республика Калмыкия,2021,297,199,47,0,2,NA
7,Гуманитарные науки,Республика Калмыкия,2021,63,57,2,0,1.11,NA
8,Искусство и культура,Республика Калмыкия,2021,59,49,3,0,0.98,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2022,1639,19,178,0,156.53,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2022,481,48,503,0,131.37,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2022,310,2,37,0,92.5,NA
5,Науки об обществе,Республика Калмыкия,2022,1057,43,493,0,36.5,NA
6,Образование и педагогические науки,Республика Калмыкия,2022,294,213,28,0,1.52,NA
7,Гуманитарные науки,Республика Калмыкия,2022,61,51,3,0,1.2,NA
8,Искусство и культура,Республика Калмыкия,2022,72,42,4,0,1.88,NA
2,"Инженерное дело, технологии и технические науки",Республика Калмыкия,2023,1700,10,297,0,166.96,NA
3,Здравоохранение и медицинские науки,Республика Калмыкия,2023,627,0,587,0,NA,NA
4,Сельское хозяйство и сельскохозяйственные науки,Республика Калмыкия,2023,281,0,46,0,NA,NA
5,Науки об обществе,Республика Калмыкия,2023,407,72,464,0,12.6,NA
6,Образование и педагогические науки,Республика Калмыкия,2023,274,159,26,0,1.98,NA
7,Гуманитарные науки,Республика Калмыкия,2023,59,49,2,0,1.22,NA
8,Искусство и культура,Республика Калмыкия,2023,60,43,0,0,1.24,NA
2,"Инженерное дело, технологии и технические науки",Республика Карелия,2016,4486,1908,1036,783,3.18,1.79
3,Здравоохранение и медицинские науки,Республика Карелия,2016,510,159,282,222,3.5,1.28
4,Сельское хозяйство и сельскохозяйственные науки,Республика Карелия,2016,283,229,49,49,1.27,1
5,Науки об обществе,Республика Карелия,2016,848,358,682,598,2.78,1.17
6,Образование и педагогические науки,Республика Карелия,2016,479,100,94,73,5,1.29
