field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
7,Гуманитарные науки,Липецкая область,2023,641,75,427,59,9.96,7.45
8,Искусство и культура,Липецкая область,2023,38,16,16,0,2.46,NA
1,Математические и естественные науки,Магаданская область,2016,21,7,6,0,3,NA
2,"Инженерное дело, технологии и технические науки",Магаданская область,2016,408,144,263,72,3.42,2.93
5,Науки об обществе,Магаданская область,2016,488,90,569,283,6.17,2.73
6,Образование и педагогические науки,Магаданская область,2016,302,148,140,44,2.34,3.27
1,Математические и естественные науки,Магаданская область,2017,26,10,2,0,2.6,NA
2,"Инженерное дело, технологии и технические науки",Магаданская область,2017,480,153,278,76,4.12,2.95
5,Науки об обществе,Магаданская область,2017,554,84,441,299,6.7,2.02
6,Образование и педагогические науки,Магаданская область,2017,329,146,122,22,2.7,17.23
1,Математические и естественные науки,Магаданская область,2018,39,10,7,1,3.9,7
2,"Инженерное дело, технологии и технические науки",Магаданская область,2018,799,163,425,157,5.84,4.26
