field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
6,Образование и педагогические науки,Брянская область,2016,2021,556,295,217,5.17,1.42
7,Гуманитарные науки,Брянская область,2016,245,31,82,75,8.71,1.1
1,Математические и естественные науки,Брянская область,2017,568,110,49,36,5.89,1.39
2,"Инженерное дело, технологии и технические науки",Брянская область,2017,6698,1373,808,597,5.86,1.72
3,Здравоохранение и медицинские науки,Брянская область,2017,129,75,11,11,1.73,1
4,Сельское хозяйство и сельскохозяйственные науки,Брянская область,2017,937,337,66,64,3.26,1.06
5,Науки об обществе,Брянская область,2017,1621,188,3528,1557,13.62,2.96
6,Образование и педагогические науки,Брянская область,2017,1738,420,226,195,5.14,1.18
7,Гуманитарные науки,Брянская область,2017,227,35,100,93,7.5,1.09
1,Математические и естественные науки,Брянская область,2018,693,106,42,34,7.15,1.36
2,"Инженерное дело, технологии и технические науки",Брянская область,2018,8784,1399,794,621,7.75,1.44
3,Здравоохранение и медицинские науки,Брянская область,2018,174,81,20,20,2.21,1
4,Сельское хозяйство и сельскохозяйственные науки,Брянская область,2018,1152,360,62,61,3.59,1.02
5,Науки об обществе,Брянская область,2018,1081,78,4186,1401,17.1,4.82
6,Образование и педагогические науки,Брянская область,2018,2241,430,251,218,6.81,1.16
