region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Самарская область,2,"Инженерное дело, технологии и технические науки",12,"2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии",Поданные,0.84,0.83,0.57,0.59,0.8,1.13,1.28,0.83
Самарская область,2,"Инженерное дело, технологии и технические науки",12,"2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии",Принятые,0.41,0.44,0.4,0.42,0.41,0.4,0.45,0.38
Самарская область,2,"Инженерное дело, технологии и технические науки",13,2.13.00.00 - Электро- и теплоэнергетика,Поданные,3.58,4.18,3.62,3.69,3.01,3.53,2.97,2.37
Самарская область,2,"Инженерное дело, технологии и технические науки",13,2.13.00.00 - Электро- и теплоэнергетика,Принятые,2.91,3.35,3.48,3.71,3.9,4.45,3.83,3.57
Самарская область,2,"Инженерное дело, технологии и технические науки",15,2.15.00.00 - Машиностроение,Поданные,4.25,4.18,3.59,3.08,3.69,3.62,4,4.04
Самарская область,2,"Инженерное дело, технологии и технические науки",15,2.15.00.00 - Машиностроение,Принятые,4.3,4.19,4.09,4.18,3.97,4.23,4.16,4.82
Самарская область,2,"Инженерное дело, технологии и технические науки",17,2.17.00.00 - Оружие и системы вооружения,Поданные,0.31,0.26,0.2,0.22,0.18,0.21,0.24,0.24
Самарская область,2,"Инженерное дело, технологии и технические науки",17,2.17.00.00 - Оружие и системы вооружения,Принятые,0.15,0.19,0.16,0.17,0.18,0.19,0.11,0.14
Самарская область,2,"Инженерное дело, технологии и технические науки",18,2.18.00.00 - Химические технологии,Поданные,1.67,1.61,1.68,1.89,1.33,1.33,1.19,0.99
Самарская область,2,"Инженерное дело, технологии и технические науки",18,2.18.00.00 - Химические технологии,Принятые,1.73,1.75,1.97,2.08,1.95,2.21,1.54,1.5
Самарская область,2,"Инженерное дело, технологии и технические науки",19,2.19.00.00 - Промышленная экология и биотехнологии,Поданные,0.72,0.86,0.93,1.06,0.73,0.75,0.68,0.53
Самарская область,2,"Инженерное дело, технологии и технические науки",19,2.19.00.00 - Промышленная экология и биотехнологии,Принятые,0.62,0.78,0.89,0.95,0.79,0.84,0.67,0.56
Самарская область,2,"Инженерное дело, технологии и технические науки",20,2.20.00.00 - Техносферная безопасность и природообустройство,Поданные,1.78,1.42,1.56,1.14,1.17,1.44,1.13,1.03
Самарская область,2,"Инженерное дело, технологии и технические науки",20,2.20.00.00 - Техносферная безопасность и природообустройство,Принятые,1.52,1.38,1.42,0.49,2.1,2.09,2.44,1.99
Самарская область,2,"Инженерное дело, технологии и технические науки",21,"2.21.00.00 - Прикладная геология, горное дело, нефтегазовое дело и геодезия",Поданные,2.66,3.73,2.32,3.13,2.24,2.31,2.45,2.91
Самарская область,2,"Инженерное дело, технологии и технические науки",21,"2.21.00.00 - Прикладная геология, горное дело, нефтегазовое дело и геодезия",Принятые,4.63,5.43,4.61,5.04,2.8,3.96,4.77,5.78
Самарская область,2,"Инженерное дело, технологии и технические науки",22,2.22.00.00 - Технологии материалов,Поданные,1.12,1.03,0.69,0.74,0.55,0.69,0.68,0.5
Самарская область,2,"Инженерное дело, технологии и технические науки",22,2.22.00.00 - Технологии материалов,Принятые,0.56,0.64,0.47,0.48,0.38,0.46,0.28,0.26
Самарская область,2,"Инженерное дело, технологии и технические науки",23,2.23.00.00 - Техника и технологии наземного транспорта,Поданные,7.22,9.34,8.33,5.78,4.37,4.09,3.53,3.91
Самарская область,2,"Инженерное дело, технологии и технические науки",23,2.23.00.00 - Техника и технологии наземного транспорта,Принятые,7.44,8.41,8.47,6.38,5.21,5,5.32,4.69
Самарская область,2,"Инженерное дело, технологии и технические науки",24,2.24.00.00 - Авиационная и ракетно-космическая техника,Поданные,1.71,0.84,0.72,0.8,2.14,2.48,1.78,2.4
Самарская область,2,"Инженерное дело, технологии и технические науки",24,2.24.00.00 - Авиационная и ракетно-космическая техника,Принятые,1.25,1.48,1.53,1.6,1.72,1.66,1.12,1.4
Самарская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,Поданные,0.48,0.13,0.07,0.08,0.22,0.33,0.58,0.31
Самарская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,Принятые,0.33,0.26,0.18,0.18,0.17,0.23,0.52,0.16
