region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Подано, коммерция",0.09,0.24,0.02,0.14,0.12,0.19,0.17,0.4
Ростовская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Принято, бюджет",0.51,1.29,1.18,1.61,2.14,2.15,2.06,1.9
Ростовская область,5,Науки об обществе,39,5.39.00.00 - Социология и социальная работа,"Принято, коммерция",0.13,0,NA,NA,NA,0,NA,NA
Ростовская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Подано, бюджет",0.92,0.99,1.05,0.95,0.84,1.03,1.72,1.67
Ростовская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Подано, коммерция",20.39,21.45,20.9,21.77,21.66,23.42,23.37,22.64
Ростовская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Принято, бюджет",0.47,0,0.05,0.63,0.48,1.32,2.52,3
Ростовская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Принято, коммерция",22.14,0,NA,NA,NA,0,NA,NA
Ростовская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, бюджет",0.43,0.33,0.58,0.58,0.71,0.79,0.6,0.75
Ростовская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, коммерция",0,0.09,0.23,0.82,1.17,1.26,1.27,1.13
Ростовская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, бюджет",0.42,0.05,0,0,0.05,0.05,0.05,0.12
Ростовская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, коммерция",0,0,NA,NA,NA,0,NA,NA
Ростовская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, бюджет",4.41,8.46,9.08,9.76,9.63,10.16,9.25,9.73
Ростовская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, коммерция",3.61,3.56,4.13,4.84,4.55,3.85,4.19,3.95
Ростовская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, бюджет",4.77,0.88,1.02,0.98,0.99,2.3,2.12,0.64
Ростовская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, коммерция",4.27,25.45,NA,NA,NA,38.46,NA,NA
Ростовская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, бюджет",5.29,5.37,5.6,4.81,5.1,3.99,4.96,5.6
Ростовская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, коммерция",4.64,5.07,5.45,5.12,5.61,5.77,5.56,6.52
Ростовская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, бюджет",4.04,40.03,41.99,40.69,39.05,40.18,38.8,37.19
Ростовская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, коммерция",4.97,0,NA,NA,NA,0,NA,NA
